1544601600,12947250,4822750,36
1544601600,12966550,4817150,27
1544601600,12941150,4823050,18
1544601600,12953950,4795950,20
1544601600,12947650,4818450,23
1544601600,12960450,4836950,24
1544601600,12934950,4808650,26
1544601600,12960550,4826950,104
1544601600,12998950,4872350,11
1544601600,12967150,4842350,17
1544601600,12973550,4817750,27
1544601600,12928850,4852950,21
1544601600,12948050,4815650,23
1544601600,12948050,4822850,21
1544601600,12954550,4825550,92
1544601600,12948250,4819250,23
1544601600,12954750,4803250,12
1544601600,12967550,4848950,22
1544601600,13005950,4893050,15
1544601600,12942050,4821850,30
1544601600,12948450,4813750,39
1544601600,12961250,4837050,56
1544601600,12942150,4819650,26
1544601600,12974150,4826950,83
1544601600,12948750,4846850,23
1544601600,12974350,4829750,45
1544601600,12987350,4819350,10
1544601600,12936250,4830550,23
1544601600,12955550,4834050,12
1544601600,12962050,4830650,63
1544601600,12936550,4826950,12
1544601600,12936550,4803150,14
1544601600,12962250,4804750,20
1544601600,13026250,4847550,13
1544601600,12994350,4831850,12
1544601600,12930450,4797550,13
1544601600,12968850,4794750,16
1544601600,12924050,4830550,20
1544601600,12962450,4821650,14
1544601600,12943350,4827950,17
1544601600,12943350,4862850,15
1544601600,12968950,4824050,76
1544601600,12949750,4800150,13
1544601600,12949750,4837150,26
1544601600,12949750,4792750,14
1544601600,12975450,4818350,22
1544601600,12949950,4827750,129
1544601600,12962750,4833450,26
1544601600,12969250,4808350,27
1544601600,12937350,4828850,75
1544601600,12962950,4819150,39
1544601600,12943850,4859850,11
1544601600,12969450,4833050,57
1544601600,12969450,4858950,22
1544601600,12969450,4825450,52
1544601600,12995050,4817950,13
1544601600,12963050,4844650,12
1544601600,12931150,4810950,22
1544601600,12969550,4819550,26
1544601600,12950350,4832850,64
1544601600,12969650,4828150,10
1544601600,12963250,4829050,19
1544601600,12969750,4805850,35
1544601600,12950650,4814450,15
1544601600,13001850,4888950,10
1544601600,12989150,4825750,45
1544601600,12970050,4822350,65
1544601600,12970050,4811850,23
1544601600,13008450,4897950,13
1544601600,12912450,4907550,15
1544601600,13002050,4811250,11
1544601600,12970250,4830050,89
1544601600,12989450,4899150,27
1544601600,12970350,4814150,32
1544601600,12983250,4845950,25
1544601600,12989750,4823650,19
1544601600,12964250,4823650,107
1544601600,12989850,4880650,11
1544601600,12925950,4806950,11
1544601600,12983650,4842250,12
1544601600,12990050,4853050,17
1544601600,12983750,4826650,55
1544601600,12964550,4795550,18
1544601600,12964550,4828650,17
1544601600,12977350,4804550,14
1544601600,12977350,4844050,16
1544601600,12983850,4821350,10
1544601600,12983850,4885650,23
1544601600,12951950,4811050,100
1544601600,12945650,4808850,11
1544601600,12945650,4835650,26
1544601600,12952050,4863550,15
1544601600,12920150,4785950,25
1544601600,12990550,4897750,15
1544601600,12945950,4859750,14
1544601600,12958750,4827050,30
1544601600,12971550,4805050,18
1544601600,12984350,4835150,11
1544601600,12965150,4820450,135
1544601600,12946050,4826850,11
1544601600,12946150,4854350,14
1544601600,12958950,4838150,11
1544601600,12926950,4830050,12
1544601600,12952550,4835450,11
1544601600,12952650,4830050,16
1544601600,12927150,4816750,10
1544601600,12952750,4797150,26
1544601600,12946450,4830750,75
1544601600,12952850,4844850,49
1544601600,12965650,4847350,20
1544601600,12933750,4812650,17
1544601600,12972150,4826650,18
1544601600,12927350,4789550,21
1544601600,12952950,4853450,14
1544601600,12965750,4864450,14
1544601600,12991350,4854350,13
1544601600,12972250,4871250,16
1544601600,12953050,4848350,24
1544601600,12927650,4824050,11
1544601600,12946950,4820150,17
1544601600,12959750,4849850,71
1544601600,12972550,4840550,16
1544601600,12940550,4819250,25
1544601600,12991750,4859950,11
1544601600,12959850,4841350,11
1544601600,12979050,4850750,52
1544603400,12940850,4871350,13
1544603400,12953650,4855250,16
1544603400,12934550,4804550,11
1544603400,12985750,4882650,16
1544603400,12985750,4825550,22
1544603400,12947450,4834750,78
1544603400,12947450,4830850,31
1544603400,12966750,4832350,82
